0	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.001000
1	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.002500
2	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.004000
3	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.005500
4	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.007000
5	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.008500
6	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.010000
7	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.011500
8	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.013000
9	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.014500
10	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.016000
11	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.017500
12	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.019000
13	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.020500
14	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.022000
15	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.023500
16	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.025000
17	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.026500
18	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.028000
19	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.029500
20	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.031000
21	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.032500
22	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.034000
23	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.035500
24	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.037000
25	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.038500
26	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.040000
27	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.041500
28	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.043000
29	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.044500
30	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.046000
31	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.047500
32	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.049000
33	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.050500
34	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.052000
35	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.053500
36	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.055000
37	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.056500
38	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.058000
39	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.059500
40	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.061000
41	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.062500
42	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.064000
43	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.065500
44	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.067000
45	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.068500
46	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.070000
47	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.071500
48	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.073000
49	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.074500
50	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.076000
51	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.077500
52	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.079000
53	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.080500
54	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.082000
55	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.083500
56	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.085000
57	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.086500
58	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.088000
59	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.089500
60	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.091000
61	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.092500
62	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.094000
63	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.095500
64	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.097000
65	 [2, 16, 15, 6, 3, 11, 5, 10, 4, 9, 1, 7, 14, 8, 12, 13] 	 0.098500
